,one,two,three,four,key
31,0.12004246589909484,0.9730457785897103,0.7427800654586225,0.4815483347569226,83
32,0.03903621999839069,0.8436859804440212,0.47167351950455694,0.3771181292943776,82
33,0.6875402107472408,0.019019074985130113,0.5900148503619292,0.563279146312859,81
34,0.04616582026005367,0.8314671364637736,0.09982968145443327,0.6493771309259432,76
35,0.9251278137882042,0.13921719052786663,0.48668740853776704,0.010229818284386849,84
36,0.9668763446274818,0.49751947208446845,0.07518117899695331,0.8920891204971277,89
37,0.5681358765583875,0.27172726731043917,0.1831317841909439,0.704707511454114,68
38,0.4708510809008465,0.8588691542989567,0.3031738560018826,0.8227848436859523,66
39,0.1846657236717012,0.5338967976183232,0.613417627258877,0.5552011271229037,72
40,0.638699621928359,0.9618020196423508,0.33398632043069376,0.33653090952086906,73
41,0.08474545470368922,0.5658440527195661,0.13606802343558044,0.8673410136530995,87
42,0.2976434080986281,0.20309533776488897,0.42229896654542487,0.21283813064909207,73
43,0.3138165009079733,0.6724126398924559,0.2166881158182351,0.12396539034991849,68
44,0.2996068949514752,0.39640992893228943,0.8760965294893507,0.903991877021358,79
45,0.9635954788313904,0.34930472492671594,0.8714604017219104,0.0036626140190221257,83
46,0.2240314106471748,0.03885522259738061,0.05063257826741019,0.7088816122133698,81
47,0.8896383205228383,0.19359754533838358,0.385373654858421,0.05668963212400269,67
48,0.33096579931784864,0.3423928071362742,0.7173350392671485,0.621334953399776,78
49,0.6974757313350617,0.35859061307231055,0.43502648404364175,0.4332071764874438,68
50,0.2943623431276944,0.5585250035997288,0.857131746364159,0.2798900955886443,65
51,0.06789024958523626,0.5951477879975718,0.2956372517986322,0.46667286279618037,73
52,0.19531177433333058,0.28066550279514213,0.03671613858982559,0.3707954571246923,84
53,0.5683557294614694,0.9904360189756172,0.8747109244610923,0.6752326542567513,69
54,0.8548305250166296,0.895708485363719,0.48779016181265167,0.5033419458091303,87
55,0.28995952963513616,0.10142314382673923,0.37303030340484256,0.8005744201218874,76
56,0.2656171452070123,0.6586669190411187,0.5855255828440524,0.4793601159155131,78
57,0.787115489987183,0.683236715390376,0.7406911063947387,0.9776525677628958,77
58,0.8067270210475407,0.5322879471330937,0.62103416148894,0.9566332026750404,79
59,0.1024476145210289,0.46783984522051336,0.8353066684934386,0.17005456233183514,85
60,0.4080778874845269,0.17860420103008756,0.34106485568566625,0.9509226092208429,77
61,0.03382249622498834,0.15908163548573684,0.8788859599581283,0.1519736944429998,72
62,0.14775430759771746,0.8371282087945402,0.4782719786410199,0.31495894327257923,82
63,0.4147133147442039,0.07026192512965379,0.9905109163938625,0.914737569583876,88
64,0.6265034712393942,0.06387963848606093,0.4710099217918561,0.7400203037339289,65
65,0.8547241214511515,0.273190683425818,0.8104541679362764,0.9098269759554747,66
66,0.9578393038412244,0.5485994784426464,0.66729666249222,0.050915299731050134,69
67,0.7755073671567244,0.2726739936477778,0.6231886792276674,0.07617736626061189,85
68,0.03489775364650172,0.23011272423578766,0.6356133902260186,0.649876523929158,78
69,0.5870795162967438,0.3592593385559253,0.03442996838477064,0.08840163660410638,88
70,0.8077373782778743,0.7859287692024783,0.09290296531276321,0.963905517509809,68
71,0.07940634181515982,0.2622798594750744,0.4296050054193066,0.9031662067767726,83
72,0.7610397982646979,0.11775757236477924,0.2155705116148534,0.675717608627429,86
73,0.4162894428128001,0.4320326550461612,0.21993798368718132,0.5999974199717092,86
74,0.17467499091481709,0.4868852628790502,0.3189653595878569,0.20815590932211714,80
75,0.503672333514193,0.9223146836759216,0.960746603122286,0.27818200540864635,75
76,0.5528391479858492,0.6687993132778198,0.5696930330832451,0.08843414559912044,89
77,0.206783106431621,0.7484421671352991,0.6294815911148157,0.953414242738564,85
78,0.475066704200544,0.8326463297904801,0.5241065397380709,0.780296754307171,69
79,0.14467664233287436,0.9747134676692492,0.24126233319600476,0.7412651582002974,67
80,0.4544203813686182,0.472992004838911,0.8124890454558058,0.666400746627807,89
81,0.5727184135211103,0.5420842099509661,0.41132274002124314,0.28907656790599023,77
82,0.6713461182655008,0.8650268065487355,0.08305197290717414,0.9497929761431696,80
83,0.8558129078252585,0.42255116425254136,0.952793277379847,0.4342119013784679,83
84,0.5039013408004261,0.5426687593022128,0.8330290814563437,0.7751993947582421,65
85,0.9288493544073929,0.8909942985547038,0.9993783164477783,0.03061125627650796,88
86,0.5340855063368172,0.2989295198991866,0.5438982103373076,0.4043475727404925,66
87,0.11208678632343227,0.998206658400612,0.5423343694995799,0.9098384287181499,79
88,0.38938499484139244,0.5633154487028654,0.8697885316503601,0.0676694840703187,72
89,0.21525139133424698,0.7902467260819669,0.48151195397595337,0.6501728184770409,84
90,0.695301728082436,0.11216816404131946,0.08984886648224633,0.724794667881063,85
91,0.5904456721533744,0.5828417923163022,0.14852621273957067,0.6799949569312109,72
92,0.28708323156011184,0.4569573833421825,0.36298070151085815,0.6181139652004521,84
93,0.1798511898369538,0.14691980781530034,0.7782783751239549,0.6308982790768141,78
94,0.00904419766579867,0.08961579072304393,0.9642646583268034,0.8663300338390111,85
95,0.8310903168265874,0.16960477141322594,0.4509413831569864,0.9656152685388605,83
96,0.41100978225076734,0.034506853138441596,0.08716174170059421,0.1374888428963884,85
97,0.8415498000624092,0.12287860402086781,0.7990652627830983,0.4706424379674038,71
98,0.17390511548871002,0.9325626323603011,0.378065304727774,0.7725687817267739,77
99,0.3317966278157978,0.1570840431280902,0.7130348000000978,0.1929961294140502,83
100,0.3299819458873898,0.4672968017678282,0.2038153254923204,0.9843668513273347,87
101,0.509437368444869,0.20884263738019027,0.5669710274023299,0.2452060132469831,76
102,0.6652949379319166,0.5187283459809217,0.7453348223425195,0.7785826246981333,73
103,0.9086478033592786,0.6745065186692905,0.8800362167765842,0.15156026322741967,76
104,0.9453281657602839,0.09380204581065588,0.5345653112982421,0.7901298834613022,89
105,0.4476713161434982,0.7031417637342788,0.5816535775367297,0.9730168918930548,68
106,0.12471050185218535,0.9215431215935721,0.9035647851976376,0.32382962544035854,79
107,0.4650910475464234,0.5791587135319078,0.36823396635890693,0.15812703398132866,76
108,0.6846595419703082,0.21516572673557255,0.8837653743337516,0.28903672656061696,85
109,0.42994753302267186,0.9685286251016078,0.9813997344300063,0.5664368288700867,65
110,0.9811262437594791,0.7933742122492389,0.8550407368848015,0.7367557165218351,65
111,0.8666687701224091,0.26538786098118483,0.16756887611013438,0.42699096187276664,70
112,0.12817213532083382,0.6490683918128263,0.2967939538918769,0.3586666178521424,88
113,0.27946788529649524,0.012522820762440046,0.30916916716827536,0.3271851694785055,84
114,0.7100050320731582,0.854562839330092,0.194239654576983,0.177458646084504,83
115,0.5502057490719681,0.2625991734770118,0.7041164631914454,0.17497072900386557,76
116,0.5603998059121983,0.7673385603271883,0.6810931097210039,0.7462025385494664,81
117,0.5500790325600103,0.38558236902129484,0.9394777201891035,0.2010774880439954,89
118,0.8799963718158484,0.9142042572445669,0.386699181853453,0.688801750090172,66
119,0.7494794380420363,0.049182443072013804,0.5070641279643338,0.4564778395200555,68
120,0.16297835257434623,0.9825436634819271,0.8264595464374436,0.9998405719672779,81
121,0.9540070674023208,0.4639535669615308,0.43422441669566436,0.8188017268429104,85
122,0.8304852157501875,0.32946952746618596,0.17153014527169663,0.8385684148226926,83
123,0.02630451657295585,0.8419748965647341,0.5630830491899125,0.00035644582391269886,88
124,0.4175745806152912,0.8269874042205084,0.7065998667050125,0.8605291893297301,72
125,0.20891556915716403,0.2269666753467986,0.3068951789047144,0.5666154465847113,67
126,0.058404438710012774,0.09556080243281562,0.11569152907374558,0.29394019709129016,68
127,0.34134838827304514,0.8854203876557777,0.2825575190601666,0.039752782356823,86
128,0.7276055484189738,0.9501843160926716,0.5049819248318773,0.5363089023178521,69
129,0.14986841168372977,0.5871748563122525,0.1836115244239711,0.4087287395816842,82
130,0.8742817417169295,0.6544231573501554,0.3886314814613304,0.3071663132865937,88
131,0.6331140365236286,0.3146301422909912,0.4726475699019278,0.07114246318213491,75
132,0.6583444682922527,0.21513849724481549,0.6264237991007139,0.5117002884705478,85
133,0.2696388975433456,0.7085818344009133,0.6883935800829248,0.8301946378819942,67
134,0.6546044562659209,0.7655820305155284,0.8689570457940136,0.7843383622002618,85
135,0.4093947944104426,0.49581149025576254,0.8592337049143459,0.5197914365594831,71
136,0.9099803096873658,0.2881605997567338,0.8904309973782095,0.8940351566236547,66
137,0.4865273624808365,0.7885267190669306,0.5158539511869279,0.7619985515424286,86
138,0.31004967156461416,0.8765364523750689,0.06641122703737035,0.7082102936201413,78
139,0.9402166905448606,0.020598713751520337,0.3347244163038925,0.9676318667170923,77
140,0.5022103373170308,0.10201748589420123,0.6834390256618661,0.7787653727680147,78
141,0.21716389108216738,0.8617733908805543,0.9657036448666209,0.824899215146074,78
142,0.2857888163549043,0.24344579363269148,0.43679286626489644,0.35959640692936534,67
143,0.3586675172613438,0.5178386290601552,0.11940608932967889,0.10694322036797277,74
144,0.2784624534326128,0.2851917162264962,0.8692690495355119,0.7136495696450386,78
145,0.0017542816568367758,0.5073908938995387,0.3391906163996886,0.7924595904328655,81
146,0.20422963592097498,0.4589833192763748,0.9718664166832841,0.6355228027453903,83
147,0.013043554506666055,0.0607909602318496,0.7946080489318141,0.11680757350208115,72
148,0.22249285168845268,0.48416109414769914,0.1406221368492071,0.13461209729725843,76
149,0.6085029684799832,0.0005177333878797485,0.5302944799682117,0.17567476551150374,72
150,0.12979645095460168,0.5371966202394903,0.7102147854637442,0.2222918062046676,69
151,0.17896891398372294,0.6271785720806876,0.6543219589379751,0.9028882469151186,85
152,0.7420248596165456,0.020595662898010958,0.31404861180167276,0.534054531951293,71
153,0.5954064168699552,0.6904072521796012,0.9362487944361222,0.3121132683173594,83
154,0.22640374592450696,0.7922709746509645,0.4232015663829092,0.8200799982068214,82
155,0.40407561140061077,0.9358018964755513,0.8239034192428285,0.9677038400265622,82
156,0.9469210711100579,0.41244574063467454,0.9399958632000764,0.3235363935308898,68
157,0.8630030290405816,0.753252635789509,0.012483323382269984,0.16944334567054242,71
158,0.27510973632079616,0.2935614588373262,0.202689821305021,0.8696021265133733,72
159,0.7300083397016993,0.5246756347884292,0.17486774383851322,0.2923352129734216,79
160,0.6166420180287915,0.9079020013638526,0.34227259141245947,0.8341317072409039,70
161,0.949413219442859,0.3810874523964891,0.24169740537812467,0.036183772092726385,73
162,0.8847059490943195,0.5075015480707501,0.08541545386158467,0.7172115289249461,66
163,0.19834324616279564,0.04641430533088409,0.968535874623446,0.9756979735683625,75
164,0.0029254121386035337,0.5513125889715714,0.2599477117122714,0.04300893462267885,79
165,0.3230380929529767,0.6638414110120818,0.7810307643261446,0.31213778723364505,85
166,0.2914809324558927,0.9132693803401272,0.19579758986462792,0.43742433285226245,83
167,0.40893876852014077,0.2737604292398229,0.024964257712300264,0.30471816200630164,66
168,0.9899950871146984,0.6793851285622426,0.9862558349030971,0.8963275968848374,82
169,0.9704085996773865,0.19349084281129258,0.49970573025116893,0.07646159862133062,79
170,0.4318351970760361,0.6443798415316079,0.6025876455933139,0.9253645498122665,65
171,0.9554645591316339,0.8223188451213749,0.5918558203507396,0.5474500704788168,82
172,0.9346147469688028,0.3927674956889743,0.09675686247998538,0.3241431255167494,65
173,0.23948815371995325,0.07056182037076109,0.6640568248138606,0.4341416753762257,83
174,0.38264636230086924,0.35989472256271304,0.7999277758967728,0.5341001133362603,79
175,0.6784128267959869,0.05359548240877132,0.06851848698903196,0.25580911680324203,67
176,0.31049372177753,0.6568099433254158,0.2649846339425572,0.08585190816046628,86
177,0.7037283079517219,0.8875232283903399,0.7512820105532,0.9436554246874406,69
178,0.4336386552726331,0.2100887046198182,0.5955451485874963,0.9480037243248799,86
179,0.020853436107377776,0.31507735674778803,0.40820853828272485,0.35284111604731483,66
180,0.8586735070832776,0.03433814800295909,0.9557122241162919,0.0812340851323613,78
181,0.028198438662000114,0.7450083528740551,0.30666858232427874,0.350876142509981,73
182,0.47647388301670845,0.6966742182398327,0.29526454796925916,0.8313923829207744,71
183,0.7686871475442052,0.73282794226247,0.5142643026716077,0.6237459356818572,74
184,0.6781661859489211,0.7118932723173527,0.7327323027550763,0.9210542095237557,86
185,0.5165997870336563,0.38546066960314185,0.21543109480719547,0.7811634354535456,87
186,0.4728032838663647,0.9474228479437493,0.5717686214897704,0.32586359312384394,78
187,0.10402848273649501,0.3642068171038575,0.9818558047290542,0.7059609077627516,82
188,0.8095413384929921,0.42677786553111263,0.4158259397039019,0.9876817439482262,76
189,0.5746142923405799,0.31163239973760326,0.5280851439840333,0.015226962573167468,79
190,0.9286625226538283,0.14879559574426082,0.2980650517658988,0.22642934037714524,66
191,0.3093739254045055,0.5634589669703444,0.9372129423846026,0.03355799811211746,80
192,0.8141284285795082,0.36615763016682934,0.18385403961206215,0.847942145339573,70
193,0.34496112654062316,0.44748003912094847,0.8554626841156621,0.524560582841084,82
194,0.09006089789627814,0.5413853933205263,0.001756956217910166,0.13328453150264108,77
195,0.415428533126349,0.786877036407188,0.08367305472936593,0.7002517145176694,89
196,0.16368181995341158,0.3392486457857322,0.09123460246063053,0.22823427559399856,71
197,0.8612575532366034,0.13752732433615622,0.0460282310687431,0.06962969641852412,76
198,0.7378523178430828,0.5078493949637605,0.9653091067700834,0.3473688808386963,70
199,0.8551867464151939,0.4199225135679988,0.559218855964715,0.46095554052117427,74
200,0.5728390624661394,0.552298505653963,0.4980075678022894,0.22287384315523617,89
201,0.0034152107192043646,0.025841924951199413,0.5386072936552392,0.4415386836797587,71
202,0.36469952760109803,0.015445218445433673,0.14697028499192766,0.17289998007200724,72
203,0.2317283357452954,0.11658376729172959,0.8373962323594044,0.4878976266410713,72
204,0.1759032519382575,0.7617410249201552,0.3556123963189396,0.3132921900484553,75
205,0.7845529914333462,0.06811066606512695,0.15897160652324416,0.34880001149821416,89
206,0.2865778263306692,0.37664327959113786,0.4266420197974794,0.7738714323318391,71
207,0.26163841597439264,0.688278789615828,0.05366401703837609,0.7005486802251849,71
208,0.6310689093913403,0.7489872798107109,0.8529613089352089,0.8080587477674551,83
209,0.5653406529040346,0.8632716908991509,0.3412780012399589,0.71876916602276,65
210,0.28048992871416156,0.649005483525688,0.903161161804457,0.8414931466554153,79
211,0.35286848221091915,0.5231387739573514,0.43568290279913024,0.39382934293844174,87
212,0.5305556883231639,0.2031810112083493,0.34104253302453613,0.1014842076190745,69
213,0.7044084726203815,0.1434068218021548,0.7986328500036362,0.5154259373685366,69
214,0.1986087862640985,0.48461580260042136,0.2972337567425086,0.7996517189011796,76
215,0.15950182380437727,0.5261214195395671,0.6557083349996098,0.4493574397937491,82
216,0.7302810681916487,0.9013264484020315,0.030648661485970785,0.5399471629657957,89
217,0.19742392929291497,0.7230407889264743,0.4041543764314809,0.32659231899347907,73
218,0.5496754414910333,0.7675744014574721,0.092258965158592,0.8228054949009852,70
219,0.1290636956662774,0.6885099559859298,0.844149428316701,0.031198610006481275,79
220,0.8726075440114344,0.4445549750046077,0.2215430623602339,0.16126472362302424,84
221,0.9392660605151908,0.26563732692330366,0.43014868121121264,0.14522031008112257,70
222,0.924732332142308,0.41443484299867284,0.6080557945220495,0.4145093395788849,74
223,0.14452833528275844,0.6990699129536825,0.714907322913857,0.4014734529842827,70
224,0.8553650148125179,0.7053458587829609,0.22056228442775916,0.2690470024125019,89
225,0.3058361503114272,0.4306551534925913,0.5947513622780511,0.5213674065774051,67
226,0.10084075716893115,0.06025976533299915,0.934047205080492,0.20692705661366517,81
227,0.05674512875236548,0.2609844749505611,0.5723535037458017,0.8251259820241741,83
228,0.17911653804953942,0.38848548702840646,0.5980650554455565,0.13723954601135313,86
229,0.9403722511613024,0.4779263786081539,0.13897887183081448,0.2720742066174535,76
230,0.5859813306062444,0.43240641735562513,0.38742494114626047,0.7141123100382486,77
231,0.2854376344919455,0.5695191748730931,0.43902774105290954,0.6361128687347635,67
232,0.6015828573331854,0.8805363733144833,0.9366636143849602,0.801931298503499,86
233,0.2516628153332292,0.3002340239233616,0.35036152557116707,0.2573218333169832,76
234,0.9278666672625393,0.12877423275782318,0.24436079426250779,0.7168959503223679,77
235,0.8117144084604746,0.1415568250483622,0.9891656046348938,0.36795508932356136,77
236,0.5953296322709926,0.6406233064686996,0.22705217419352564,0.27851246168892285,77
237,0.2763462467265917,0.8447582609148733,0.26927417165804945,0.9619328251710981,86
238,0.20754987018278814,0.3081311862254824,0.35907266571828533,0.808493017628306,74
239,0.7348627698278873,0.8176842754091569,0.9173061071971835,0.9084593955104694,76
240,0.9955271655210756,0.765359234543157,0.7275636681896843,0.7670068860023117,80
241,0.021615364609577803,0.4804833976978701,0.3305403483506625,0.8486525493375308,79
242,0.9571765401660974,0.712084749567592,0.9817474162927884,0.2852303326133453,83
243,0.5756006382800664,0.8191752743393927,0.716605843786041,0.18495143681075543,85
244,0.1635583088218001,0.6446133939949081,0.5886264289675465,0.4746323321043391,72
245,0.45924665658579766,0.5818251372532031,0.45647414331157676,0.20383252072096303,89
246,0.03177236136188766,0.901775551852579,0.6803291606356667,0.24013807190602787,83
247,0.27379556773402414,0.05124443661959066,0.8435508933296966,0.23518971546833267,81
248,0.3090039720819552,0.7886225695599551,0.6504455276794286,0.5868129407594226,75
249,0.9229483965839392,0.12151014233949109,0.3856189333597104,0.6894192587422203,77
250,0.6295682736234794,0.6203352094661317,0.586509122462923,0.7130291308451958,88
251,0.8473277484161498,0.8494145724700926,0.30266576112233423,0.24913675177271077,82
252,0.38874414743055985,0.303479618284653,0.9377897682875378,0.060232883239252466,88
253,0.01746386231732766,0.2403350266978398,0.9614469855541509,0.6838172145696145,83
254,0.6223467412586176,0.4430607204362045,0.7807070958110993,0.0421246729823056,66
255,0.2029870005006178,0.8937855895153355,0.4832860622609143,0.3826525142732513,65
256,0.12667439256582236,0.6679407467666824,0.6941697204415039,0.8798914460616123,83
257,0.9561506898302914,0.16842899055380012,0.6159788757376936,0.08126343482945864,66
258,0.462377345979759,0.9106216165743739,0.49251076385175463,0.18215414178322042,68
259,0.43499255922867675,0.577258425314588,0.7463407218783079,0.5297424827985279,78
260,0.8075807092658714,0.44674588822023464,0.4693564663391395,0.8676411140265764,88
261,0.9437367052566753,0.9575168298947322,0.4581264753391745,0.6019764865269326,73
262,0.6287354363992812,0.882609660096172,0.7431794102808661,0.2602307400860687,75
263,0.14514197077240643,0.08796831181642761,0.5487545357327799,0.486733199282956,78
264,0.39319171129020125,0.573627677145464,0.6536518850977389,0.28679459227444337,77
265,0.023797187929105124,0.8520924860547445,0.12904429927626682,0.20507981500552308,65
266,0.009324339203117038,0.9574050640138037,0.037422153976873096,0.4326052637314668,78
267,0.19302407612548067,0.0268644363281898,0.8222391361915447,0.5991370033964336,89
268,0.7217011426714995,0.8697994832015086,0.0036968334585002482,0.43939245271018534,76
269,0.8336402163781538,0.8149657443761854,0.2632118643142545,0.7230141225958021,73
270,0.490828262048032,0.8139051476395791,0.1472114753002257,0.6728961840605011,70
271,0.7654969155745086,0.4370262440102909,0.3483492730764379,0.4169123540349683,79
272,0.7529626139239053,0.4940144594249588,0.9370672770912322,0.686406727083495,82
273,0.027044203834289515,0.21409519845277303,0.9150581587043207,0.8416622905118041,74
274,0.313423302939566,0.7312565318008195,0.7003131168997615,0.6716071099393667,77
275,0.23058539175979775,0.1419486906749633,0.9772771151678933,0.2763095153018408,69
276,0.46610512865873,0.5940290984918734,0.4789244490670619,0.3001779177445014,74
277,0.9258395949932904,0.30247217816722827,0.545951771029483,0.4441485003931118,78
278,0.6028323951490311,0.814301788817314,0.7973063285573634,0.3960125867392835,74
279,0.791807844912316,0.2408816322703904,0.07721039391546825,0.7371812860320159,77
280,0.7785871923298467,0.4191114719928063,0.5104201237499836,0.8319964366727097,83
281,0.9059265276766082,0.5078207482968919,0.571960872744623,0.6139236870427627,78
282,0.5893668678711835,0.29069373524159703,0.17348928497773253,0.3059931435556329,65
283,0.690054115024482,0.6824882258912586,0.8102279280882662,0.8291537329090239,83
284,0.20261699338980643,0.047618805988609014,0.047530341384625086,0.3087843462854529,82
285,0.23063308038267571,0.19228973163599705,0.21320590445684473,0.2837675897562155,77
286,0.800808037704391,0.23519586488608457,0.02345176595434073,0.6567484975560208,70
287,0.15492661023458631,0.485920568128586,0.0958043921393733,0.012683406421652332,77
288,0.33927512340976973,0.11148556912196339,0.14239989635125416,0.47665265020549274,72
289,0.7508535537698492,0.46841366697488374,0.8802554332709445,0.636612153789518,81
290,0.11900236532891018,0.03401449252156574,0.06275702335404587,0.2197004521724214,72
291,0.706647235830093,0.7424115646979705,0.9334101135453415,0.3084707911064998,74
292,0.966583481301252,0.9738195685330903,0.8570434865036389,0.31603224042303724,70
293,0.06276640872353823,0.5071738323006871,0.7784993286982318,0.0982168494721678,66
294,0.8213309367513564,0.3485440373145078,0.2166681639591468,0.5740091639093806,89
295,0.4456461897753804,0.3186868190255464,0.9825671573077941,0.9198612940212335,77
296,0.5297082390784537,0.912244982648173,0.7395942507324889,0.894365058229477,80
297,0.6761150209806776,0.20616897448714544,0.7887899691826248,0.5162007220763507,66
298,0.07871087765212015,0.2250350554268279,0.5237522401320179,0.35394031360262124,87
299,0.7770829266312238,0.43060931488623455,0.3615261256523844,0.002200183726068561,71
300,0.21280359880552158,0.8745822921639104,0.046604216859580716,0.938590051445473,73
301,0.8119303913297617,0.6409797653584298,0.8096101405412806,0.44682685314574033,69
302,0.1101526964321291,0.998792479432989,0.23737177415392607,0.17775401644859223,67
303,0.4455575636940926,0.4539597064238384,0.8321420137298949,0.5157586636117646,87
304,0.8550529574618768,0.37338955291222975,0.029152794023955653,0.057380817542107554,73
305,0.3871030465342873,0.050174050902448974,0.6528673603862252,0.08909470416740761,78
306,0.482404826322564,0.7245745682768396,0.7515151138423202,0.9451301806767238,89
307,0.5512576141175699,0.3324156287037713,0.40773915347336853,0.8229819789646268,73
308,0.6600007622673691,0.8537703752376452,0.2541520769087412,0.4920354399091814,75
309,0.6482364967531103,0.40159349832545654,0.5615877671414539,0.5482957728511225,77
310,0.5771047059984508,0.7383975960565373,0.3788100341177004,0.7829561692817475,71
311,0.2644589483802229,0.4811799984553571,0.27656366111036335,0.12903833404704723,80
312,0.5291015997708315,0.3778839467420685,0.39838186442044854,0.05896452299832855,75
313,0.10333000635034761,0.4397770566192837,0.403207426796545,0.43290347151070385,67
314,0.7563891594669808,0.9530235404569608,0.6176124009981835,0.12810419471409695,84
315,0.8975856014642528,0.7296158290746033,0.3531360680954716,0.3455918854935556,73
316,0.27368646394574114,0.20411696498603626,0.020423814267807927,0.008183573230709285,82
317,0.9702094746872272,0.41545572083699267,0.8874162634007198,0.1349758369538353,78
318,0.03183365881215339,0.42312096570557933,0.06010161645553724,0.6495575276163262,84
319,0.8147624268347651,0.21257587555787094,0.13283095842740278,0.7380843849585826,77
320,0.309981463484687,0.0951413580497894,0.6494266232407963,0.3625539647942482,76
321,0.12187676842902506,0.1367141059543211,0.7073461200773239,0.3594410266185343,75
322,0.4935351009750498,0.8436355721721753,0.12968237912782155,0.9538945749863738,74
323,0.40165022596451927,0.04177723859871796,0.13095673529086393,0.9947316493677499,65
324,0.3320174255585915,0.7231341636690144,0.0908286196597079,0.6953205642254969,72
325,0.1914442125442536,0.6330280096383758,0.28768883846257,0.5348475093477438,72
326,0.5411302010721492,0.2912687034589194,0.7160925432367988,0.9242759723156069,73
327,0.8314975185740507,0.5622747409048738,0.917579835282811,0.9089758622206292,82
328,0.4740331969410111,0.07988250150999232,0.6131309341136434,0.9072332956539277,77
329,0.2754161636508624,0.09999791020472337,0.28928099827538734,0.2009280601606398,83
330,0.6092692386375324,0.5072066167537106,0.7724511924310506,0.590987986641426,76
331,0.44881491574805,0.963072800216699,0.6738740635593244,0.5657714863391015,74
332,0.9802545676780561,0.8618776347755082,0.713810583492422,0.15303548865618644,86
333,0.7871308535973017,0.5482213169073563,0.43830303930425607,0.5855175154436056,88
334,0.4545909259331,0.21076942393572318,0.15480012084525452,0.9035073815147048,78
335,0.9282645935151852,0.1847681656219039,0.025023249068068965,0.11458234142686707,89
336,0.5795143976171756,0.2503583321775149,0.9892393305805798,0.1735629444056771,76
337,0.002663172240118028,0.22500056991521344,0.4543497348475839,0.5896163333934364,88
338,0.6714560977163594,0.6678438709541525,0.02286422555585743,0.6243211904283242,70
339,0.7585402639941048,0.58584759337974,0.710606704709865,0.45339303202723413,68
340,0.650386555709113,0.6230436385446574,0.5596884107237002,0.9147452853500161,70
341,0.8191517934959592,0.5137916635444055,0.8915948173216802,0.39958494380574106,84
342,0.450209027647268,0.8260620355931617,0.6932023482578664,0.8895371965106078,70
343,0.8403598950433818,0.7262454759778927,0.3760482635343897,0.8040311087716363,66
344,0.2696663898100944,0.9521931252088772,0.4768107497525911,0.41276186276474125,89
345,0.8076240277062674,0.010135155241082883,0.1198626788915168,0.7091077639690517,66
346,0.6537976620028656,0.7218901506417413,0.05739042896067037,0.8474542372698288,65
347,0.9138410851498237,0.7153956937026736,0.8075966876240398,0.13379093758766925,89
348,0.14048652516963522,0.5746145830945031,0.35055542741438583,0.9026846897100401,75
349,0.6984823842970015,0.4190738442860943,0.9168306721636308,0.7805421058423667,70
350,0.7542716682693776,0.6020495008977866,0.2488987994784818,0.10402176822939047,71
351,0.806531917508087,0.9097226505256378,0.43487318275232145,0.43212629487835785,80
